match_id,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,score
335984,2008-04-19,Feroz Shah Kotla,2,5.3,Delhi Capitals,Rajasthan Royals,G Gambhir,S Dhawan,SK Trivedi,50
335984,2008-04-19,Feroz Shah Kotla,2,5.4,Delhi Capitals,Rajasthan Royals,S Dhawan,G Gambhir,SK Trivedi,50
335984,2008-04-19,Feroz Shah Kotla,2,5.5,Delhi Capitals,Rajasthan Royals,S Dhawan,G Gambhir,SK Trivedi,54
335984,2008-04-19,Feroz Shah Kotla,2,5.6,Delhi Capitals,Rajasthan Royals,S Dhawan,G Gambhir,SK Trivedi,55
335985,2008-04-20,Wankhede Stadium,1,0.1,Mumbai Indians,Royal Challengers Bangalore,L Ronchi,ST Jayasuriya,P Kumar,0
335985,2008-04-20,Wankhede Stadium,1,0.2,Mumbai Indians,Royal Challengers Bangalore,L Ronchi,ST Jayasuriya,P Kumar,4
335985,2008-04-20,Wankhede Stadium,1,0.3,Mumbai Indians,Royal Challengers Bangalore,L Ronchi,ST Jayasuriya,P Kumar,4
335985,2008-04-20,Wankhede Stadium,1,0.4,Mumbai Indians,Royal Challengers Bangalore,L Ronchi,ST Jayasuriya,P Kumar,4
335985,2008-04-20,Wankhede Stadium,1,0.5,Mumbai Indians,Royal Challengers Bangalore,L Ronchi,ST Jayasuriya,P Kumar,8
335985,2008-04-20,Wankhede Stadium,1,0.6,Mumbai Indians,Royal Challengers Bangalore,L Ronchi,ST Jayasuriya,P Kumar,8
335985,2008-04-20,Wankhede Stadium,1,1.1,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,L Ronchi,Z Khan,9
335985,2008-04-20,Wankhede Stadium,1,1.2,Mumbai Indians,Royal Challengers Bangalore,L Ronchi,ST Jayasuriya,Z Khan,9
335985,2008-04-20,Wankhede Stadium,1,1.3,Mumbai Indians,Royal Challengers Bangalore,L Ronchi,ST Jayasuriya,Z Khan,9
335985,2008-04-20,Wankhede Stadium,1,1.4,Mumbai Indians,Royal Challengers Bangalore,L Ronchi,ST Jayasuriya,Z Khan,9
335985,2008-04-20,Wankhede Stadium,1,1.5,Mumbai Indians,Royal Challengers Bangalore,L Ronchi,ST Jayasuriya,Z Khan,9
335985,2008-04-20,Wankhede Stadium,1,1.6,Mumbai Indians,Royal Challengers Bangalore,DJ Thornely,ST Jayasuriya,Z Khan,13
335985,2008-04-20,Wankhede Stadium,1,2.1,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,DJ Thornely,P Kumar,13
335985,2008-04-20,Wankhede Stadium,1,2.2,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,DJ Thornely,P Kumar,17
335985,2008-04-20,Wankhede Stadium,1,2.3,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,DJ Thornely,P Kumar,17
335985,2008-04-20,Wankhede Stadium,1,2.4,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,DJ Thornely,P Kumar,18
335985,2008-04-20,Wankhede Stadium,1,2.5,Mumbai Indians,Royal Challengers Bangalore,DJ Thornely,ST Jayasuriya,P Kumar,18
335985,2008-04-20,Wankhede Stadium,1,2.6,Mumbai Indians,Royal Challengers Bangalore,DJ Thornely,ST Jayasuriya,P Kumar,19
335985,2008-04-20,Wankhede Stadium,1,2.7,Mumbai Indians,Royal Challengers Bangalore,DJ Thornely,ST Jayasuriya,P Kumar,19
335985,2008-04-20,Wankhede Stadium,1,3.1,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,DJ Thornely,Z Khan,19
335985,2008-04-20,Wankhede Stadium,1,3.2,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,DJ Thornely,Z Khan,20
335985,2008-04-20,Wankhede Stadium,1,3.3,Mumbai Indians,Royal Challengers Bangalore,DJ Thornely,ST Jayasuriya,Z Khan,20
335985,2008-04-20,Wankhede Stadium,1,3.4,Mumbai Indians,Royal Challengers Bangalore,DJ Thornely,ST Jayasuriya,Z Khan,20
335985,2008-04-20,Wankhede Stadium,1,3.5,Mumbai Indians,Royal Challengers Bangalore,RV Uthappa,ST Jayasuriya,Z Khan,22
335985,2008-04-20,Wankhede Stadium,1,3.6,Mumbai Indians,Royal Challengers Bangalore,RV Uthappa,ST Jayasuriya,Z Khan,22
335985,2008-04-20,Wankhede Stadium,1,4.1,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,RV Uthappa,JH Kallis,23
335985,2008-04-20,Wankhede Stadium,1,4.2,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,RV Uthappa,JH Kallis,27
335985,2008-04-20,Wankhede Stadium,1,4.3,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,RV Uthappa,JH Kallis,31
335985,2008-04-20,Wankhede Stadium,1,4.4,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,RV Uthappa,JH Kallis,31
335985,2008-04-20,Wankhede Stadium,1,4.5,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,RV Uthappa,JH Kallis,35
335985,2008-04-20,Wankhede Stadium,1,4.6,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,RV Uthappa,JH Kallis,35
335985,2008-04-20,Wankhede Stadium,1,4.7,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,RV Uthappa,JH Kallis,41
335985,2008-04-20,Wankhede Stadium,1,5.1,Mumbai Indians,Royal Challengers Bangalore,RV Uthappa,ST Jayasuriya,Z Khan,42
335985,2008-04-20,Wankhede Stadium,1,5.2,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,RV Uthappa,Z Khan,46
335985,2008-04-20,Wankhede Stadium,1,5.3,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,RV Uthappa,Z Khan,46
335985,2008-04-20,Wankhede Stadium,1,5.4,Mumbai Indians,Royal Challengers Bangalore,ST Jayasuriya,RV Uthappa,Z Khan,46
335985,2008-04-20,Wankhede Stadium,1,5.5,Mumbai Indians,Royal Challengers Bangalore,RV Uthappa,PR Shah,Z Khan,47
335985,2008-04-20,Wankhede Stadium,1,5.6,Mumbai Indians,Royal Challengers Bangalore,PR Shah,RV Uthappa,Z Khan,47
